text,label
confirm that's correct,CONFIRM
that's right confirm,CONFIRM
confirm continue,CONFIRM
confirm fine,CONFIRM
approve to continue,CONFIRM
confirm complete,CONFIRM
I'm okay confirm,CONFIRM
confirm your step,CONFIRM
go ahead okay,CONFIRM
confirm okay,CONFIRM
approve that please,CONFIRM
yes confirm go ahead,CONFIRM
confirm okay yes,CONFIRM
approve my action,CONFIRM
please proceed confirm,CONFIRM
confirm the process,CONFIRM
yes okay continue,CONFIRM
alright confirm yes,CONFIRM
confirm approved,CONFIRM
confirm go on,CONFIRM
I approve that,CONFIRM
confirm my data,CONFIRM
sure fine,CONFIRM
please validate now,CONFIRM
confirm it's fine,CONFIRM
confirm to proceed,CONFIRM
looks fine proceed,CONFIRM
confirm it please,CONFIRM
confirm yes alright,CONFIRM
proceed confirm,CONFIRM
approve confirm now,CONFIRM
okay confirm now,CONFIRM
confirm process,CONFIRM
yes carry on,CONFIRM
please confirm continue,CONFIRM
approve fine,CONFIRM
confirm yes do it,CONFIRM
that's correct confirm,CONFIRM
approve okay,CONFIRM
yes go ahead confirm,CONFIRM
sure fine confirm,CONFIRM
looks fine okay,CONFIRM
confirm now go,CONFIRM
yes proceed confirm,CONFIRM
okay all good,CONFIRM
confirm yes do,CONFIRM
confirm accepted,CONFIRM
please confirm it,CONFIRM
confirm right away,CONFIRM
confirm task,CONFIRM
that's fine okay,CONFIRM
I'm fine go ahead,CONFIRM
confirm approve,CONFIRM
confirm with yes,CONFIRM
please go confirm,CONFIRM
confirm execution,CONFIRM
confirm proceed,CONFIRM
confirm final yes,CONFIRM
yes indeed confirm,CONFIRM
confirm accepted now,CONFIRM
looks good yes,CONFIRM
confirm and go,CONFIRM
confirm step,CONFIRM
confirm confirmation,CONFIRM
sure yes proceed,CONFIRM
please confirm go ahead,CONFIRM
confirm the request,CONFIRM
confirm alright,CONFIRM
alright proceed yes,CONFIRM
approve confirm yes,CONFIRM
confirm yeah,CONFIRM
go ahead yes,CONFIRM
confirm that please,CONFIRM
yes alright confirm,CONFIRM
okay fine confirm,CONFIRM
confirm that go ahead,CONFIRM
approve please,CONFIRM
looks fine confirm yes,CONFIRM
confirm it's okay,CONFIRM
approve continue,CONFIRM
confirm I agree,CONFIRM
confirm my agreement,CONFIRM
confirm go forward,CONFIRM
approve the step,CONFIRM
confirm consent,CONFIRM
confirm approval,CONFIRM
approve final,CONFIRM
confirm yes alright now,CONFIRM
I approve yes,CONFIRM
confirm this yes,CONFIRM
confirm fine proceed,CONFIRM
go confirm now,CONFIRM
approve go,CONFIRM
confirm I'm okay,CONFIRM
confirm submit,CONFIRM
confirm action now,CONFIRM
confirm alright please,CONFIRM
okay yes confirm,CONFIRM
please continue confirm,CONFIRM
confirm the choice,CONFIRM
confirm this action,CONFIRM
confirm and continue,CONFIRM
confirm okay proceed,CONFIRM
confirm done,CONFIRM
okay confirm go,CONFIRM
confirm alright yes,CONFIRM
yes confirm continue,CONFIRM
confirm yes please proceed,CONFIRM
approve and continue,CONFIRM
confirm go forward,CONFIRM
confirm correct,CONFIRM
please confirm correct,CONFIRM
confirm yes that's fine,CONFIRM
confirm okay fine,CONFIRM
confirm yes fine,CONFIRM
approve this confirm,CONFIRM
confirm step please,CONFIRM
confirm proceed yes,CONFIRM
yes please confirm,CONFIRM
confirm that's okay,CONFIRM
confirm yes fine proceed,CONFIRM
confirm all good,CONFIRM
confirm okay now,CONFIRM
approve yes now,CONFIRM
confirm sure,CONFIRM
please approve now,CONFIRM
confirm alright proceed,CONFIRM
approve yes okay,CONFIRM
confirm continue yes,CONFIRM
yes approve confirm,CONFIRM
confirm looks good,CONFIRM
confirm looks fine,CONFIRM
confirm fine yes,CONFIRM
approve that confirm,CONFIRM
confirm okay alright,CONFIRM
confirm do it yes,CONFIRM
confirm please go,CONFIRM
yes that's okay confirm,CONFIRM
confirm fine continue,CONFIRM
approve proceed confirm,CONFIRM
confirm keep going,CONFIRM
confirm go,CONFIRM
confirm yes proceed please,CONFIRM
approve go ahead,CONFIRM
confirm everything okay,CONFIRM
confirm and approve,CONFIRM
confirm the decision,CONFIRM
confirm please yes,CONFIRM
confirm final step,CONFIRM
confirm alright now,CONFIRM
confirm the details,CONFIRM
confirm yes continue please,CONFIRM
approve fine yes,CONFIRM
confirm I'm good,CONFIRM
confirm go now,CONFIRM
confirm yes that's correct,CONFIRM
confirm I agree yes,CONFIRM
confirm yes indeed,CONFIRM
confirm okay sure,CONFIRM
approve confirm proceed,CONFIRM
confirm proceed now,CONFIRM
confirm confirm,CONFIRM
confirm okay continue,CONFIRM
confirm that continue,CONFIRM
confirm please yes go,CONFIRM
confirm yes okay,CONFIRM
confirm now proceed,CONFIRM
approve this step,CONFIRM
confirm go yes,CONFIRM
confirm yes confirm,CONFIRM
confirm sure go ahead,CONFIRM
confirm sure proceed,CONFIRM
confirm confirm now,CONFIRM
confirm confirm yes,CONFIRM
confirm yes approved,CONFIRM
confirm yes fine okay,CONFIRM
confirm everything fine,CONFIRM
confirm confirm okay,CONFIRM
confirm confirm proceed,CONFIRM
confirm this step yes,CONFIRM
confirm that's approved,CONFIRM
confirm good,CONFIRM
confirm that looks fine,CONFIRM
confirm yes move ahead,CONFIRM
confirm proceed forward,CONFIRM
confirm that's right,CONFIRM
confirm all fine,CONFIRM
confirm fine with me,CONFIRM
confirm go forward now,CONFIRM
confirm yes perfect,CONFIRM
confirm fine approved,CONFIRM
confirm looks fine proceed,CONFIRM
confirm yes confirmed,CONFIRM
confirm yes continue now,CONFIRM
confirm I'm fine yes,CONFIRM
confirm yes alright now,CONFIRM
confirm yes everything okay,CONFIRM
confirm fine go ahead,CONFIRM
confirm please move ahead,CONFIRM
confirm proceed fine,CONFIRM
confirm yes continue forward,CONFIRM
confirm fine please,CONFIRM
confirm looks good go ahead,CONFIRM
confirm everything good,CONFIRM
confirm proceed fine yes,CONFIRM
confirm yes keep going,CONFIRM
confirm yes go now,CONFIRM
confirm yes continue okay,CONFIRM
confirm yes everything fine,CONFIRM
confirm please continue yes,CONFIRM
confirm it's correct,CONFIRM
confirm fine now,CONFIRM
confirm yes continue fine,CONFIRM
confirm please proceed now,CONFIRM
confirm yes yes,CONFIRM
confirm it's all good,CONFIRM
confirm yes fine go ahead,CONFIRM
confirm all correct,CONFIRM
confirm yes yes go ahead,CONFIRM
confirm everything correct,CONFIRM
confirm yes go forward,CONFIRM
confirm yes go proceed,CONFIRM
confirm looks okay yes,CONFIRM
confirm yes fine proceed now,CONFIRM
confirm everything okay now,CONFIRM
confirm yes go forward please,CONFIRM
confirm fine all good,CONFIRM
confirm yes correct okay,CONFIRM
confirm yes yes fine,CONFIRM
confirm yes that's fine now,CONFIRM
confirm all set,CONFIRM
confirm okay fine proceed,CONFIRM
confirm yes alright proceed,CONFIRM
confirm everything correct fine,CONFIRM
confirm all clear,CONFIRM
confirm yes everything correct,CONFIRM
confirm yes okay good,CONFIRM
confirm yes all fine,CONFIRM
confirm yes I agree now,CONFIRM
confirm proceed okay,CONFIRM
confirm yes yes continue,CONFIRM
confirm okay yes proceed,CONFIRM
confirm yes okay now,CONFIRM
confirm yes I approve,CONFIRM
confirm looks fine yes,CONFIRM
confirm okay proceed yes,CONFIRM
confirm yes everything approved,CONFIRM
confirm yes fine okay proceed,CONFIRM
confirm all approved,CONFIRM
confirm proceed correct,CONFIRM
confirm yes okay confirm,CONFIRM
confirm yes final proceed,CONFIRM
confirm fine okay yes,CONFIRM
confirm yes go continue,CONFIRM
confirm yes approved proceed,CONFIRM
confirm yes okay good proceed,CONFIRM
confirm final approved,CONFIRM
confirm yes all approved,CONFIRM
confirm final okay proceed,CONFIRM
confirm yes good proceed,CONFIRM
confirm fine okay go,CONFIRM
confirm yes good okay,CONFIRM
confirm yes go forward now,CONFIRM
confirm yes continue fine proceed,CONFIRM
confirm yes confirm proceed,CONFIRM
confirm yes confirm okay,CONFIRM
confirm yes confirm go ahead,CONFIRM
confirm yes proceed approved,CONFIRM
confirm yes continue approved,CONFIRM
confirm yes go ahead okay,CONFIRM
confirm okay good proceed,CONFIRM
confirm yes proceed now okay,CONFIRM
confirm yes fine continue,CONFIRM
confirm yes confirm yes,CONFIRM
confirm yes yes approve,CONFIRM
confirm yes confirm approved,CONFIRM
confirm yes proceed confirm,CONFIRM
confirm yes proceed yes,CONFIRM
confirm yes yes yes proceed,CONFIRM
confirm yes fine confirm,CONFIRM
confirm yes fine yes proceed,CONFIRM
confirm yes proceed final,CONFIRM
confirm yes final yes proceed,CONFIRM
confirm yes proceed done,CONFIRM
confirm yes okay approved,CONFIRM
confirm yes approved final,CONFIRM
confirm yes approved done,CONFIRM
confirm yes confirmed proceed,CONFIRM
confirm yes all okay proceed,CONFIRM
confirm yes fine approved proceed,CONFIRM
confirm yes done proceed,CONFIRM
confirm yes okay done,CONFIRM
confirm yes approved yes,CONFIRM
confirm yes yes okay,CONFIRM
confirm yes approved now,CONFIRM
confirm yes confirm done,CONFIRM
confirm yes final confirmed,CONFIRM
confirm yes confirmed okay,CONFIRM
confirm yes confirmed yes,CONFIRM
confirm yes yes fine done,CONFIRM
confirm yes done okay,CONFIRM
confirm yes done yes,CONFIRM
confirm yes proceed finished,CONFIRM
confirm yes complete proceed,CONFIRM
confirm yes final complete,CONFIRM
confirm yes complete done,CONFIRM
confirm yes done confirmed,CONFIRM
confirm yes completed proceed,CONFIRM
confirm yes done approved,CONFIRM
confirm yes done completed,CONFIRM
confirm yes done fine,CONFIRM
confirm yes complete approved,CONFIRM
confirm yes proceed completed,CONFIRM
confirm yes okay finished,CONFIRM
confirm yes all done,CONFIRM
confirm yes done proceed,CONFIRM
confirm yes completed now,CONFIRM
confirm yes yes complete,CONFIRM
confirm yes everything complete,CONFIRM
confirm yes everything done,CONFIRM
confirm yes it's done,CONFIRM
confirm yes fine complete,CONFIRM
confirm yes done go ahead,CONFIRM
confirm yes proceed finish,CONFIRM
confirm yes finish done,CONFIRM
confirm yes confirm finished,CONFIRM
confirm yes it's finished,CONFIRM
confirm yes all finished,CONFIRM
confirm yes finish proceed,CONFIRM
confirm yes done finished,CONFIRM
confirm yes complete finished,CONFIRM
confirm yes all complete,CONFIRM
confirm yes confirm complete,CONFIRM
confirm yes final done,CONFIRM
confirm yes completed finished,CONFIRM
confirm yes yes done finished,CONFIRM
confirm yes completed final,CONFIRM
confirm yes proceed final done,CONFIRM
confirm yes done final,CONFIRM
confirm yes it's complete,CONFIRM
confirm yes all complete done,CONFIRM
confirm yes finished all,CONFIRM
confirm yes all done proceed,CONFIRM
confirm yes complete now,CONFIRM
confirm yes finished proceed,CONFIRM
confirm yes done all,CONFIRM
confirm yes all done complete,CONFIRM
confirm yes done and complete,CONFIRM
confirm yes yes done complete,CONFIRM
confirm yes finished now,CONFIRM
confirm yes all done now,CONFIRM
confirm yes it's all done,CONFIRM
confirm yes all finished now,CONFIRM
confirm yes done now,CONFIRM
confirm yes now complete,CONFIRM
confirm yes proceed now done,CONFIRM
confirm yes yes it's complete,CONFIRM
confirm yes everything complete now,CONFIRM
confirm yes complete and done,CONFIRM
confirm yes done done,CONFIRM
confirm yes okay all done,CONFIRM
confirm yes it's done now,CONFIRM
confirm yes everything done now,CONFIRM
confirm yes completed done,CONFIRM
confirm yes done okay now,CONFIRM
confirm yes yes done now,CONFIRM
confirm yes everything okay done,CONFIRM
confirm yes it's all complete,CONFIRM
confirm yes now everything done,CONFIRM
confirm yes all completed now,CONFIRM
confirm yes complete okay done,CONFIRM
confirm yes completed all done,CONFIRM
confirm yes okay complete done,CONFIRM
confirm yes proceed all done,CONFIRM
confirm yes done everything,CONFIRM
confirm yes everything done complete,CONFIRM
confirm yes yes done all,CONFIRM
confirm yes all done finished,CONFIRM
confirm yes yes complete finished,CONFIRM
confirm yes fine everything done,CONFIRM
confirm yes complete everything,CONFIRM
confirm yes completed everything,CONFIRM
confirm yes done everything now,CONFIRM
confirm yes all okay done,CONFIRM
confirm yes all done okay,CONFIRM
confirm yes complete everything now,CONFIRM
confirm yes everything okay complete,CONFIRM
confirm yes complete all now,CONFIRM
confirm yes yes everything complete,CONFIRM
confirm yes everything good complete,CONFIRM
confirm yes okay everything done,CONFIRM
confirm yes it's okay complete,CONFIRM
confirm yes everything done proceed,CONFIRM
confirm yes okay complete now,CONFIRM
confirm yes all done final,CONFIRM
confirm yes complete final now,CONFIRM
confirm yes final complete done,CONFIRM
confirm yes done everything complete,CONFIRM
confirm yes okay final done,CONFIRM
confirm yes yes final complete,CONFIRM
confirm yes final okay done,CONFIRM
confirm yes now final done,CONFIRM
confirm yes yes complete final,CONFIRM
confirm yes all final complete,CONFIRM
confirm yes everything final done,CONFIRM
confirm yes it's final now,CONFIRM
confirm yes all okay final,CONFIRM
confirm yes complete all final,CONFIRM
confirm yes done all final,CONFIRM
confirm yes all done final complete,CONFIRM
confirm yes final done complete,CONFIRM
confirm yes final completed done,CONFIRM
confirm yes complete final approved,CONFIRM
confirm yes all done approved,CONFIRM
confirm yes done final approved,CONFIRM
confirm yes complete okay final,CONFIRM
confirm yes done and approved,CONFIRM
confirm yes all final approved,CONFIRM
confirm yes final yes approved,CONFIRM
confirm yes final approved now,CONFIRM
confirm yes approved final done,CONFIRM
confirm yes final now approved,CONFIRM
confirm yes everything approved final,CONFIRM
confirm yes everything approved now,CONFIRM
confirm yes final confirmation done,CONFIRM
confirm yes final confirmation approved,CONFIRM
confirm yes confirmation done approved,CONFIRM
confirm yes confirmation final,CONFIRM
confirm yes confirm everything done,CONFIRM
confirm yes confirm everything approved,CONFIRM
confirm yes confirm all done now,CONFIRM
confirm yes confirmation okay done,CONFIRM
confirm yes confirm okay approved,CONFIRM
confirm yes okay confirmed final,CONFIRM
confirm yes confirmed all done,CONFIRM
confirm yes confirm done final,CONFIRM
confirm yes confirmed finished all,CONFIRM
confirm yes confirm now finished,CONFIRM
confirm yes confirmed everything okay,CONFIRM
confirm yes confirm now final,CONFIRM
confirm yes final confirmation complete,CONFIRM
confirm yes confirm everything complete,CONFIRM
confirm yes final confirmation complete done,CONFIRM
confirm yes confirm now approved,CONFIRM
confirm yes okay final approval,CONFIRM
confirm yes final approval now,CONFIRM
confirm yes approved completely,CONFIRM
confirm yes all approved completely,CONFIRM
confirm yes completely approved final,CONFIRM
confirm yes approval complete,CONFIRM
confirm yes final approval complete,CONFIRM
confirm yes yes approval done,CONFIRM
confirm yes okay approval now,CONFIRM
confirm yes everything approval done,CONFIRM
confirm yes okay approved completely,CONFIRM
confirm yes confirm approved completely,CONFIRM
confirm yes confirmation approved completely,CONFIRM
confirm yes complete approval done,CONFIRM
confirm yes complete approval now,CONFIRM
confirm yes all approval final,CONFIRM
confirm yes approval complete final,CONFIRM
confirm yes final complete approval,CONFIRM
confirm yes approval finished done,CONFIRM
confirm yes all okay approval complete,CONFIRM
confirm yes final okay approval done,CONFIRM
confirm yes all done approval final,CONFIRM
confirm yes all done approval complete,CONFIRM
confirm yes approval everything done,CONFIRM
confirm yes final approval finished,CONFIRM
confirm yes all approved completely done,CONFIRM
confirm yes approval completely done,CONFIRM
confirm yes done approval completely,CONFIRM
confirm yes everything done approval,CONFIRM
confirm yes all done now approval,CONFIRM
confirm yes now everything approved,CONFIRM
confirm yes now all approved done,CONFIRM
confirm yes approval done now,CONFIRM
confirm yes done now approved,CONFIRM
confirm yes yes done approved,CONFIRM
confirm yes complete now approved,CONFIRM
confirm yes everything done approved,CONFIRM
confirm yes okay everything approved,CONFIRM
confirm yes approval okay done,CONFIRM
confirm yes final approved everything,CONFIRM
confirm yes final everything approved,CONFIRM
confirm yes completely done approved,CONFIRM
confirm yes approval completely finished,CONFIRM
confirm yes all complete approved,CONFIRM
confirm yes everything finished approved,CONFIRM
confirm yes approval everything finished,CONFIRM
confirm yes approved finished now,CONFIRM
confirm yes yes approved finished,CONFIRM
confirm yes approval done finished,CONFIRM
confirm yes everything approved finished,CONFIRM
confirm yes done and finished approved,CONFIRM
confirm yes approval final finished,CONFIRM
confirm yes approval final complete finished,CONFIRM
confirm yes all finished approval done,CONFIRM
confirm yes approved final finished,CONFIRM
confirm yes complete approval finished,CONFIRM
confirm yes final complete approval finished,CONFIRM
confirm yes done approval finished,CONFIRM
confirm yes completed approval finished,CONFIRM
confirm yes approval final everything done,CONFIRM
confirm yes approval final everything complete,CONFIRM
confirm yes approval everything complete done,CONFIRM
confirm yes approval complete everything finished,CONFIRM
confirm yes final everything finished approved,CONFIRM
confirm yes all complete finished approved,CONFIRM
confirm yes everything complete finished approved,CONFIRM
confirm yes completely finished approval done,CONFIRM
confirm yes all approval done finished,CONFIRM
confirm yes everything final approval finished,CONFIRM
confirm yes approved final everything complete,CONFIRM
confirm yes approved everything final complete,CONFIRM
confirm yes finished everything approved complete,CONFIRM
confirm yes everything complete final approved,CONFIRM
confirm yes completely final approved done,CONFIRM
confirm yes final approved everything finished,CONFIRM
confirm yes final approved everything done,CONFIRM
confirm yes final approved all complete,CONFIRM
confirm yes final approved all finished,CONFIRM
